Strain	Condition	u_strain	row	col	control	Trait	Value	conc
ECA590	C15ISO64	ECA590_C15ISO64_18_G_10_.64 µmol	G	10	EtOH	norm.n	44.3333333333333	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_11_.64 µmol	G	11	EtOH	norm.n	78	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_2_.64 µmol	G	2	EtOH	norm.n	43.3333333333333	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_3_.64 µmol	G	3	EtOH	norm.n	82	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_4_.64 µmol	G	4	EtOH	norm.n	46	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_5_.64 µmol	G	5	EtOH	norm.n	117.333333333333	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_6_.64 µmol	G	6	EtOH	norm.n	121	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_7_.64 µmol	G	7	EtOH	norm.n	76.3333333333333	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_8_.64 µmol	G	8	EtOH	norm.n	39.3333333333333	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_G_9_.64 µmol	G	9	EtOH	norm.n	111.666666666667	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_1_.64 µmol	H	1	EtOH	norm.n	88.3333333333333	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_10_.64 µmol	H	10	EtOH	norm.n	121	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_11_.64 µmol	H	11	EtOH	norm.n	109.333333333333	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_2_.64 µmol	H	2	EtOH	norm.n	96	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_3_.64 µmol	H	3	EtOH	norm.n	85	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_5_.64 µmol	H	5	EtOH	norm.n	66.6666666666667	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_6_.64 µmol	H	6	EtOH	norm.n	55.6666666666667	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_7_.64 µmol	H	7	EtOH	norm.n	107	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_8_.64 µmol	H	8	EtOH	norm.n	123.666666666667	.64 µmol
ECA590	C15ISO64	ECA590_C15ISO64_18_H_9_.64 µmol	H	9	EtOH	norm.n	52.3333333333333	.64 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_1_.12 µmol	A	1	EtOH	norm.n	14	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_10_.12 µmol	A	10	EtOH	norm.n	18	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_11_.12 µmol	A	11	EtOH	norm.n	12	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_2_.12 µmol	A	2	EtOH	norm.n	15.6666666666667	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_3_.12 µmol	A	3	EtOH	norm.n	9	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_4_.12 µmol	A	4	EtOH	norm.n	9.66666666666667	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_5_.12 µmol	A	5	EtOH	norm.n	20	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_6_.12 µmol	A	6	EtOH	norm.n	25	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_8_.12 µmol	A	8	EtOH	norm.n	26	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_A_9_.12 µmol	A	9	EtOH	norm.n	23	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_10_.12 µmol	B	10	EtOH	norm.n	19.3333333333333	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_11_.12 µmol	B	11	EtOH	norm.n	21	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_2_.12 µmol	B	2	EtOH	norm.n	24.3333333333333	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_3_.12 µmol	B	3	EtOH	norm.n	21.6666666666667	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_4_.12 µmol	B	4	EtOH	norm.n	23	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_5_.12 µmol	B	5	EtOH	norm.n	11.5	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_7_.12 µmol	B	7	EtOH	norm.n	20	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_8_.12 µmol	B	8	EtOH	norm.n	9	.12 µmol
N2	ArsenicC15ISO12	N2_ArsenicC15ISO12_19_B_9_.12 µmol	B	9	EtOH	norm.n	24.5	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_1_.12 µmol	C	1	EtOH	norm.n	40	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_10_.12 µmol	C	10	EtOH	norm.n	50.3333333333333	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_11_.12 µmol	C	11	EtOH	norm.n	51.6666666666667	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_2_.12 µmol	C	2	EtOH	norm.n	26.5	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_3_.12 µmol	C	3	EtOH	norm.n	51	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_4_.12 µmol	C	4	EtOH	norm.n	19.3333333333333	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_5_.12 µmol	C	5	EtOH	norm.n	29.3333333333333	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_6_.12 µmol	C	6	EtOH	norm.n	18.3333333333333	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_7_.12 µmol	C	7	EtOH	norm.n	30	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_8_.12 µmol	C	8	EtOH	norm.n	57.3333333333333	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_C_9_.12 µmol	C	9	EtOH	norm.n	18	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_1_.12 µmol	D	1	EtOH	norm.n	32.6666666666667	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_10_.12 µmol	D	10	EtOH	norm.n	45	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_11_.12 µmol	D	11	EtOH	norm.n	49	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_2_.12 µmol	D	2	EtOH	norm.n	31.6666666666667	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_3_.12 µmol	D	3	EtOH	norm.n	31.6666666666667	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_4_.12 µmol	D	4	EtOH	norm.n	41.3333333333333	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_5_.12 µmol	D	5	EtOH	norm.n	45	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_6_.12 µmol	D	6	EtOH	norm.n	47.3333333333333	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_7_.12 µmol	D	7	EtOH	norm.n	45.6666666666667	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_8_.12 µmol	D	8	EtOH	norm.n	46.6666666666667	.12 µmol
CB4856	ArsenicC15ISO12	CB4856_ArsenicC15ISO12_19_D_9_.12 µmol	D	9	EtOH	norm.n	32	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_1_.12 µmol	E	1	EtOH	norm.n	46	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_11_.12 µmol	E	11	EtOH	norm.n	36	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_2_.12 µmol	E	2	EtOH	norm.n	36	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_3_.12 µmol	E	3	EtOH	norm.n	26.6666666666667	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_4_.12 µmol	E	4	EtOH	norm.n	26	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_5_.12 µmol	E	5	EtOH	norm.n	37	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_6_.12 µmol	E	6	EtOH	norm.n	48	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_7_.12 µmol	E	7	EtOH	norm.n	60	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_8_.12 µmol	E	8	EtOH	norm.n	42.6666666666667	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_E_9_.12 µmol	E	9	EtOH	norm.n	39.3333333333333	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_1_.12 µmol	F	1	EtOH	norm.n	24.3333333333333	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_10_.12 µmol	F	10	EtOH	norm.n	31.3333333333333	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_11_.12 µmol	F	11	EtOH	norm.n	46	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_2_.12 µmol	F	2	EtOH	norm.n	13.6666666666667	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_5_.12 µmol	F	5	EtOH	norm.n	44	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_6_.12 µmol	F	6	EtOH	norm.n	42.3333333333333	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_7_.12 µmol	F	7	EtOH	norm.n	34.6666666666667	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_8_.12 µmol	F	8	EtOH	norm.n	17.3333333333333	.12 µmol
ECA581	ArsenicC15ISO12	ECA581_ArsenicC15ISO12_19_F_9_.12 µmol	F	9	EtOH	norm.n	44.3333333333333	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_1_.12 µmol	G	1	EtOH	norm.n	17.6666666666667	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_10_.12 µmol	G	10	EtOH	norm.n	30	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_11_.12 µmol	G	11	EtOH	norm.n	23.3333333333333	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_2_.12 µmol	G	2	EtOH	norm.n	22.6666666666667	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_3_.12 µmol	G	3	EtOH	norm.n	11.3333333333333	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_4_.12 µmol	G	4	EtOH	norm.n	19.6666666666667	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_5_.12 µmol	G	5	EtOH	norm.n	21.3333333333333	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_6_.12 µmol	G	6	EtOH	norm.n	22	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_7_.12 µmol	G	7	EtOH	norm.n	22.6666666666667	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_G_9_.12 µmol	G	9	EtOH	norm.n	6.33333333333333	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_1_.12 µmol	H	1	EtOH	norm.n	3.66666666666667	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_10_.12 µmol	H	10	EtOH	norm.n	20.6666666666667	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_11_.12 µmol	H	11	EtOH	norm.n	11.3333333333333	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_3_.12 µmol	H	3	EtOH	norm.n	18	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_4_.12 µmol	H	4	EtOH	norm.n	3.66666666666667	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_5_.12 µmol	H	5	EtOH	norm.n	5.33333333333333	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_6_.12 µmol	H	6	EtOH	norm.n	27.3333333333333	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_7_.12 µmol	H	7	EtOH	norm.n	14	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_8_.12 µmol	H	8	EtOH	norm.n	11.6666666666667	.12 µmol
ECA590	ArsenicC15ISO12	ECA590_ArsenicC15ISO12_19_H_9_.12 µmol	H	9	EtOH	norm.n	7.33333333333333	.12 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_10_.24 µmol	A	10	EtOH	norm.n	27	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_11_.24 µmol	A	11	EtOH	norm.n	14.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_3_.24 µmol	A	3	EtOH	norm.n	13.3333333333333	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_4_.24 µmol	A	4	EtOH	norm.n	14.3333333333333	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_5_.24 µmol	A	5	EtOH	norm.n	13.5	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_6_.24 µmol	A	6	EtOH	norm.n	28.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_7_.24 µmol	A	7	EtOH	norm.n	14.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_8_.24 µmol	A	8	EtOH	norm.n	27.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_A_9_.24 µmol	A	9	EtOH	norm.n	34.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_1_.24 µmol	B	1	EtOH	norm.n	21.3333333333333	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_10_.24 µmol	B	10	EtOH	norm.n	21	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_11_.24 µmol	B	11	EtOH	norm.n	16.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_2_.24 µmol	B	2	EtOH	norm.n	20	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_3_.24 µmol	B	3	EtOH	norm.n	22.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_4_.24 µmol	B	4	EtOH	norm.n	23.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_5_.24 µmol	B	5	EtOH	norm.n	7.33333333333333	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_6_.24 µmol	B	6	EtOH	norm.n	32.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_7_.24 µmol	B	7	EtOH	norm.n	23.6666666666667	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_8_.24 µmol	B	8	EtOH	norm.n	17	.24 µmol
N2	ArsenicC15ISO24	N2_ArsenicC15ISO24_20_B_9_.24 µmol	B	9	EtOH	norm.n	11.3333333333333	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_1_.24 µmol	C	1	EtOH	norm.n	29.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_10_.24 µmol	C	10	EtOH	norm.n	41.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_11_.24 µmol	C	11	EtOH	norm.n	18.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_2_.24 µmol	C	2	EtOH	norm.n	12	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_3_.24 µmol	C	3	EtOH	norm.n	29	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_4_.24 µmol	C	4	EtOH	norm.n	50.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_5_.24 µmol	C	5	EtOH	norm.n	39	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_6_.24 µmol	C	6	EtOH	norm.n	51.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_7_.24 µmol	C	7	EtOH	norm.n	29.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_8_.24 µmol	C	8	EtOH	norm.n	27	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_C_9_.24 µmol	C	9	EtOH	norm.n	31.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_1_.24 µmol	D	1	EtOH	norm.n	43	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_10_.24 µmol	D	10	EtOH	norm.n	28.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_11_.24 µmol	D	11	EtOH	norm.n	53.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_3_.24 µmol	D	3	EtOH	norm.n	41	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_5_.24 µmol	D	5	EtOH	norm.n	31.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_6_.24 µmol	D	6	EtOH	norm.n	29.3333333333333	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_7_.24 µmol	D	7	EtOH	norm.n	56	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_8_.24 µmol	D	8	EtOH	norm.n	36.6666666666667	.24 µmol
CB4856	ArsenicC15ISO24	CB4856_ArsenicC15ISO24_20_D_9_.24 µmol	D	9	EtOH	norm.n	34	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_1_.24 µmol	E	1	EtOH	norm.n	37.6666666666667	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_10_.24 µmol	E	10	EtOH	norm.n	27	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_11_.24 µmol	E	11	EtOH	norm.n	19.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_2_.24 µmol	E	2	EtOH	norm.n	29.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_3_.24 µmol	E	3	EtOH	norm.n	54.6666666666667	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_4_.24 µmol	E	4	EtOH	norm.n	29	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_5_.24 µmol	E	5	EtOH	norm.n	46.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_6_.24 µmol	E	6	EtOH	norm.n	35.6666666666667	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_7_.24 µmol	E	7	EtOH	norm.n	52.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_8_.24 µmol	E	8	EtOH	norm.n	48	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_E_9_.24 µmol	E	9	EtOH	norm.n	40	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_1_.24 µmol	F	1	EtOH	norm.n	36.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_10_.24 µmol	F	10	EtOH	norm.n	24.6666666666667	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_11_.24 µmol	F	11	EtOH	norm.n	43.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_2_.24 µmol	F	2	EtOH	norm.n	40.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_3_.24 µmol	F	3	EtOH	norm.n	23	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_4_.24 µmol	F	4	EtOH	norm.n	40.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_5_.24 µmol	F	5	EtOH	norm.n	46.3333333333333	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_6_.24 µmol	F	6	EtOH	norm.n	37.6666666666667	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_7_.24 µmol	F	7	EtOH	norm.n	36.6666666666667	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_8_.24 µmol	F	8	EtOH	norm.n	17	.24 µmol
ECA581	ArsenicC15ISO24	ECA581_ArsenicC15ISO24_20_F_9_.24 µmol	F	9	EtOH	norm.n	34.6666666666667	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_1_.24 µmol	G	1	EtOH	norm.n	12.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_10_.24 µmol	G	10	EtOH	norm.n	12.6666666666667	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_11_.24 µmol	G	11	EtOH	norm.n	15	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_2_.24 µmol	G	2	EtOH	norm.n	16.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_3_.24 µmol	G	3	EtOH	norm.n	32.6666666666667	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_4_.24 µmol	G	4	EtOH	norm.n	25.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_5_.24 µmol	G	5	EtOH	norm.n	10	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_6_.24 µmol	G	6	EtOH	norm.n	24.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_7_.24 µmol	G	7	EtOH	norm.n	30.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_8_.24 µmol	G	8	EtOH	norm.n	23	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_G_9_.24 µmol	G	9	EtOH	norm.n	17.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_1_.24 µmol	H	1	EtOH	norm.n	10.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_10_.24 µmol	H	10	EtOH	norm.n	20.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_11_.24 µmol	H	11	EtOH	norm.n	12.6666666666667	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_2_.24 µmol	H	2	EtOH	norm.n	23	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_3_.24 µmol	H	3	EtOH	norm.n	22	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_4_.24 µmol	H	4	EtOH	norm.n	9.33333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_5_.24 µmol	H	5	EtOH	norm.n	28.6666666666667	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_6_.24 µmol	H	6	EtOH	norm.n	18	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_7_.24 µmol	H	7	EtOH	norm.n	18.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_8_.24 µmol	H	8	EtOH	norm.n	19.3333333333333	.24 µmol
ECA590	ArsenicC15ISO24	ECA590_ArsenicC15ISO24_20_H_9_.24 µmol	H	9	EtOH	norm.n	19.6666666666667	.24 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_10_.48 µmol	A	10	EtOH	norm.n	22	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_11_.48 µmol	A	11	EtOH	norm.n	36.3333333333333	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_2_.48 µmol	A	2	EtOH	norm.n	23.6666666666667	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_3_.48 µmol	A	3	EtOH	norm.n	19	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_4_.48 µmol	A	4	EtOH	norm.n	27.3333333333333	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_5_.48 µmol	A	5	EtOH	norm.n	36	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_6_.48 µmol	A	6	EtOH	norm.n	22.3333333333333	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_7_.48 µmol	A	7	EtOH	norm.n	30.3333333333333	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_8_.48 µmol	A	8	EtOH	norm.n	12.3333333333333	.48 µmol
N2	ArsenicC15ISO48	N2_ArsenicC15ISO48_21_A_9_.48 µmol	A	9	EtOH	norm.n	15.3333333333333	.48 µmol
